hashtags,retweeted,coordinates,content,followers_count,score,location,retweet_count,listed_count,favorited,utc_offset,description,user_mentions,trackback_author_url,geo_enabled,geo,lang,favourites_count,firstpost_date,url,time_zone,place,trackback_author_nick,trackback_permalink
TriviaNight~NYC~bleedingdisorders,False,None,Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J5N0P403Yz,2771,11.784618,New York City,2,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",SocialBarLounge,http://twitter.com/nhf_hemophilia,True,None,en,156,06/11/14,http://twitter.com/nhf_hemophilia/status/476766449177210883,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/476766449177210883
bleedingdisorders~HemoChat,False,None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,30,6.9262214,,3,1,False,-18000,"Loves hemostasis, clot-busting, long walks on the beach and a good party!",NHF_Hemophilia~hemophiliafed,http://twitter.com/coagchimp,False,None,en,17,06/11/14,http://twitter.com/coagchimp/status/476812214939041792,Central Time (US & Canada),None,coagchimp,http://twitter.com/CoagChimp/status/476812214939041792
bleedingdisorders~HemoChat,False,None,RT @NHF_Hemophilia: Did your kid love #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 at 1pm EST to tell us why! Use #HemoChat to…,9,6.9262214,,3,0,False,None,,NHF_Hemophilia~hemophiliafed,http://twitter.com/criddlechristy,False,None,en,55,06/11/14,http://twitter.com/criddlechristy/status/476814463707148290,None,None,criddlechristy,http://twitter.com/CriddleChristy/status/476814463707148290
clinicaltrial~bleedingdisorders~HCV,False,None,This #clinicaltrial is recruiting people w/ inherited #bleedingdisorders &amp; chronic #HCV infection. Learn more: http://t.co/6V1iDcxXP1,2771,10.687939,New York City,1,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/11/14,http://twitter.com/nhf_hemophilia/status/476848742847741952,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/476848742847741952
bleedingdisorders,False,None,Have you heard? We gram! Follow us on Instagram @hemophiliafed to stay connected to #bleedingdisorders community! http://t.co/gwWKYNUYR0,1764,7.462011,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,hemophiliafed,http://twitter.com/hemophiliafed,True,None,en,834,06/12/14,http://twitter.com/hemophiliafed/status/476876601309675520,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/476876601309675520
TriviaNight~NYC~bleedingdisorders,False,None,RT @NHF_Hemophilia: Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J…,389,7.1380706,Worldwide,2,12,False,None,MBB was the first hemophilia social network. As Facebook emerged as the leading choice we moved to Fb and Twitter. This account is managed by @davidmoore411,NHF_Hemophilia~SocialBarLounge,http://twitter.com/mybloodbrothers,False,None,en,46,06/12/14,http://twitter.com/mybloodbrothers/status/476897367006777344,None,None,mybloodbrothers,http://twitter.com/mybloodbrothers/status/476897367006777344
nurse~bleedingdisorders,False,None,Are you a #nurse who treats people w/ #bleedingdisorders? Check out the updated Nurses’ Guide to Bleeding Disorders: http://t.co/4mZpSyH58q,2771,10.811905,New York City,0,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",,http://twitter.com/nhf_hemophilia,True,None,en,156,06/12/14,http://twitter.com/nhf_hemophilia/status/477060391177310208,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/477060391177310208
bleedingdisorders~hemophilia,False,None,"Finding veins are not easy, esp for kids. Infusion tips &amp; tricks by #bleedingdisorders #hemophilia families to help: http://t.co/vLQsrDTBaN",1765,11.638251,"Washington, DC",2,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,,http://twitter.com/hemophiliafed,True,None,en,834,06/12/14,http://twitter.com/hemophiliafed/status/477107806068146176,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/477107806068146176
bleedingdisorders~hemophilia,False,None,"RT @hemophiliafed: Finding veins are not easy, esp for kids. Infusion tips &amp; tricks by #bleedingdisorders #hemophilia families to help: htt…",1887,10.384083,California,2,38,False,-25200,"The love of my life Bill Murphy Co-Developer & PR for DreamNET, see: http://t.co/G6m0Dx2Mh3. Also support @uneedpsi & Hemophiliacs of America",hemophiliafed,http://twitter.com/blondeone38,True,None,en,5572,06/12/14,http://twitter.com/blondeone38/status/477110311665692672,Pacific Time (US & Canada),None,blondeone38,http://twitter.com/Blondeone38/status/477110311665692672
awareness~bleedingdisorders,False,None,@nikala Thanks so much for the RT and spreading #awareness for #bleedingdisorders!,76,7.906321,"Denver, Colorado",0,2,False,None,Blogger. Bleeder. Junior. CO❤️ Roll Tide.,nikala,http://twitter.com/baccei_keira,False,None,en,228,06/12/14,http://twitter.com/baccei_keira/status/477205967000457217,None,None,baccei_keira,http://twitter.com/baccei_keira/status/477205967000457217
CampHemotion~hemophilia~bleedingdisorders,False,None,"Alright folks, we are just a few days away from our 37th year of #CampHemotion. See you there! #hemophilia #bleedingdisorders",225,7.5111513,"Emeryville, CA",0,2,False,-25200,"Hemophilia Foundation of Northern California - non-profit, volunteer-run organization serving the needs of people with hemophilia and related bleeding disorders",,http://twitter.com/hemofoundation,False,None,en,43,06/13/14,http://twitter.com/hemofoundation/status/477311185142824961,Pacific Time (US & Canada),None,hemofoundation,http://twitter.com/HemoFoundation/status/477311185142824961
vonWillebrandDisease~bleedingdisorders,False,None,RT @WeBleedOnline: WEBLEED REPORT--&gt;University of Oregon senior Rick Lindfors explains life w/ #vonWillebrandDisease. #bleedingdisorders ht…,19,6.9789157,,1,0,False,None,,WeBleedOnline,http://twitter.com/susanq75,False,None,en,7,06/13/14,http://twitter.com/susanq75/status/477467162240487424,None,None,susanq75,http://twitter.com/SusanQ75/status/477467162240487424
bleedingdisorders~CWS,False,None,Walgreens is proud to support #bleedingdisorders patients in their homes and on the field. #CWS @NHF_Hemophilia,5681,7.7416873,"Deerfield, Ill.",0,140,False,-18000,"Company & industry news covering beauty,health, and digital. Tweets by our communications team. Reach us here or media@walgreens.com",NHF_Hemophilia,http://twitter.com/walgreensnews,False,None,en,110,06/13/14,http://twitter.com/walgreensnews/status/477470322166616064,Central Time (US & Canada),None,walgreensnews,http://twitter.com/WalgreensNews/status/477470322166616064
TriviaNight~NYC~bleedingdisorders,False,None,RT @NHF_Hemophilia: Are you a trivia hound? Join us at a #TriviaNight in #NYC on 6/18 at @SocialBarLounge! #bleedingdisorders http://t.co/J…,3561,10.393696,"Brooklyn, NY",2,96,False,-14400,"Creators of corporate trivia events | Producers of NYC's biggest trivia nights @BellHouseNY w/ @PatKiernan | Tweeters of trivia, cultural commentary & bad puns",NHF_Hemophilia~SocialBarLounge,http://twitter.com/trivworks,False,None,en,7511,06/13/14,http://twitter.com/trivworks/status/477514431748792320,Eastern Time (US & Canada),None,trivworks,http://twitter.com/TrivWorks/status/477514431748792320
bleedingdisorders~tongue~BracesProbs,False,None,I just realized my tongue is bleeding. #bleedingdisorders #tongue #BracesProbs,817,7.926812,,0,1,False,None,Yawn.,,http://twitter.com/cyaneyes786,True,None,en,1070,06/13/14,http://twitter.com/cyaneyes786/status/477528089744793600,None,None,cyaneyes786,http://twitter.com/Cyaneyes786/status/477528089744793600
bleedingdisorders~HemoChat,False,None,Want to know more about #bleedingdisorders camp? Join us &amp; @hemophiliafed on 6/25 1pm EST &amp; chat about camp. Share your story! #HemoChat,2771,10.244775,New York City,0,94,False,-14400,"NHF is dedicated to finding better treatments/cures for inheritable bleeding disorders & to preventing related complications via education, advocacy & research.",hemophiliafed,http://twitter.com/nhf_hemophilia,True,None,en,156,06/14/14,http://twitter.com/nhf_hemophilia/status/477648416793579523,Eastern Time (US & Canada),None,nhf_hemophilia,http://twitter.com/NHF_Hemophilia/status/477648416793579523
bleedingdisorders~CWS,False,None,@WalgreensNews: Walgreens is proud to support #bleedingdisorders patients in their homes and on the field. #CWS @NHF_Hemophilia,6,7.4273286,21-23 Stanhope St Boston USA,0,0,False,-10800,"The ‘Community, A Walgreen Pharmacy’ stores, are specialty pharmacies located in the neighborhoods of their patients and physicians.",WalgreensNews~NHF_Hemophilia,http://twitter.com/walgreensboston,False,None,en,1,06/14/14,http://twitter.com/walgreensboston/status/477726208260849666,Atlantic Time (Canada),None,walgreensboston,http://twitter.com/WalgreensBoston/status/477726208260849666
bleedingdisorders,False,None,@HaemoSocUK Red nails &amp; red top ready for work tomorrow. Ask me why I'm wearing red! #bleedingdisorders,34,9.164997,,1,0,False,None,,HaemoSocUK,http://twitter.com/ciara_a_young,True,None,en,67,06/15/14,http://twitter.com/ciara_a_young/status/478271939472261120,None,None,ciara_a_young,http://twitter.com/Ciara_A_Young/status/478271939472261120
bleedingdisorders,False,None,Dads! Get a copy of a NEW &amp; FREE book by dads in #bleedingdisorders community. Register to become a Dad in Action: http://t.co/tU9l2P7ueX,1764,7.5619197,"Washington, DC",0,56,False,-14400,Hemophilia Federation of America is a national nonprofit organization that assists and advocates for the #bleedingdisorders community.,,http://twitter.com/hemophiliafed,True,None,en,834,06/16/14,http://twitter.com/hemophiliafed/status/478369004374212609,Eastern Time (US & Canada),None,hemophiliafed,http://twitter.com/hemophiliafed/status/478369004374212609
hemophilia~bleedingdisorders,False,None,Share experience in #hemophilia and #bleedingdisorders at@haemjournal. Second issue now online.,141,7.736565,London,0,6,False,0,SixVibe is the online community for young people with bleeding disorders to learn from and connect with each other.,,http://twitter.com/sixvibe,False,None,en,4,06/16/14,http://twitter.com/sixvibe/status/478431088323596289,Casablanca,None,sixvibe,http://twitter.com/Sixvibe/status/478431088323596289
hemophilia~bleedingdisorders,False,None,Share experience in #hemophilia and #bleedingdisorders at@haemjournal. Second issue now online.,39,7.734199,London,0,1,False,None,An open-access journal for sharing experience in the care of people with bleeding disorders,,http://twitter.com/haemjournal,False,None,en,0,06/16/14,http://twitter.com/haemjournal/status/478431087006588928,None,None,haemjournal,http://twitter.com/haemjournal/status/478431087006588928
hemophilia~bleedingdisorders,False,None,Share experience in #hemophilia and #bleedingdisorders at@haemjournal. Second issue now online.,37,7.6668987,London,0,1,False,None,Haemnet is the network for health care professionals who treat people with inherited bleeding disorders.,,http://twitter.com/haemnet,False,None,en,0,06/16/14,http://twitter.com/haemnet/status/478431087602188288,None,None,haemnet,http://twitter.com/haemnet/status/478431087602188288
bleedingdisorders,False,None,RT @Ciara_A_Young: @HaemoSocUK Red nails &amp; red top ready for work tomorrow. Ask me why I'm wearing red! #bleedingdisorders,1444,7.336506,United Kingdom,1,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",Ciara_A_Young~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478445853951414272,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478445853951414272
bleedingdisorders,False,None,@laurenlaverne please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/COuStaN1wg,1444,7.7300086,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",laurenlaverne~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478570237374521344,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478570237374521344
bleedingdisorders,False,None,@AnnieLennox please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/COuStaN1wg,1444,7.6777205,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",AnnieLennox~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478570416571940866,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478570416571940866
bleedingdisorders,False,None,@JessieJ please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.788935,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",JessieJ~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478570755123609600,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478570755123609600
bleedingdisorders,False,None,@Maryportas please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.711292,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",maryportas~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478570894642921472,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478570894642921472
bleedingdisorders,False,None,@pixiedoctor please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,11.484572,United Kingdom,2,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",pixiedoctor~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571061999828992,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571061999828992
bleedingdisorders,False,None,@hollywills please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7275558,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",hollywills~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571180560220160,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571180560220160
bleedingdisorders,False,None,@AleshaOfficial please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6777205,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",AleshaOfficial~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571307093983232,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571307093983232
bleedingdisorders,False,None,@Amanda_Holden please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.674279,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",Amanda_Holden~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571434521145344,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571434521145344
bleedingdisorders,False,None,@clbleakley please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.613812,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",clbleakley~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571532571402241,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571532571402241
bleedingdisorders,False,None,@EmmaBunton please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.735037,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",EmmaBunton~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571620031016961,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571620031016961
bleedingdisorders,False,None,@carolineflack1 please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7832847,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",carolineflack1~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571727392616448,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571727392616448
bleedingdisorders,False,None,@victoriabeckham please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7645683,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",victoriabeckham~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571794665054208,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571794665054208
bleedingdisorders,False,None,@RitaOra please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.699245,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",RitaOra~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478571849899843586,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478571849899843586
bleedingdisorders,False,None,@Fearnecotton please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6982484,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",Fearnecotton~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478572017198051328,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478572017198051328
bleedingdisorders,False,None,@OfficialMelB please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.699245,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",OfficialMelB~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478572377383895040,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478572377383895040
bleedingdisorders,False,None,@therealgokwan please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.718162,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",therealgokwan~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478572524922761216,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478572524922761216
bleedingdisorders,False,None,@CosmopolitanUK please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6549625,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",CosmopolitanUK~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478572671303954432,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478572671303954432
bleedingdisorders,False,None,@lilyallen please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6322265,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",lilyallen~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478573002683330560,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478573002683330560
bleedingdisorders,False,None,@KimKardashian please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7897735,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",KimKardashian~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478573325359525889,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478573325359525889
bleedingdisorders,False,None,@denise_vanouten please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7089906,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",denise_vanouten~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478573691077681152,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478573691077681152
bleedingdisorders,False,None,@CherylCole please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6668987,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",CherylCole~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478573856857554945,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478573856857554945
bleedingdisorders,False,None,@ColeenRoo please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6809225,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",ColeenRoo~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478573916584431617,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478573916584431617
bleedingdisorders,False,None,@LoisDowsett please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,9.676688,United Kingdom,2,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",LoisDowsett~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478573992581013504,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478573992581013504
bleedingdisorders,False,None,@BeckAdlington please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7832847,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",BeckAdlington~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574111359500288,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574111359500288
bleedingdisorders,False,None,@J_Ennis please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6668987,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",J_Ennis~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574168217505793,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574168217505793
bleedingdisorders,False,None,@elliegoulding please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.736565,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",elliegoulding~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574229978628096,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574229978628096
bleedingdisorders,False,None,@EllieSimmonds1 please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6648855,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",EllieSimmonds1~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574342679576576,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574342679576576
bleedingdisorders,False,None,@millsmackintosh please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7895617,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",millsmackintosh~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574548309516288,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574548309516288
bleedingdisorders,False,None,@professorgreen please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.7645683,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",professorgreen~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574585382961152,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574585382961152
bleedingdisorders,False,None,@JodieMarsh please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.734199,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",JodieMarsh~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574689452060672,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574689452060672
bleedingdisorders,False,None,@MissKatiePrice please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6670885,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",MissKatiePrice~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574734960250880,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574734960250880
bleedingdisorders,False,None,RT @HaemoSocUK: @LoisDowsett please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.c…,2351,7.3922353,Essex...jel?,2,30,False,-36000,Cycling TV/Blogger/Unprofessional cyclist and Contrary to popular belief I'm actually the funnier and more talented half of the Dowsett siblings.,HaemoSocUK~LoisDowsett~HaemoSocUK,http://twitter.com/loisdowsett,True,None,en,531,06/16/14,http://twitter.com/loisdowsett/status/478574751024443392,Hawaii,None,loisdowsett,http://twitter.com/LoisDowsett/status/478574751024443392
bleedingdisorders,False,None,@catdeeley please RT and help @HaemoSocUK raise awareness for women with #bleedingdisorders. Join our campaign http://t.co/Ly6qnbejPH,1444,7.6459684,United Kingdom,0,36,False,7200,"The only UK wide charity for all people affected by bleeding disorders. Providing information, support and advocacy.",catdeeley~HaemoSocUK,http://twitter.com/haemosocuk,True,None,en,23,06/16/14,http://twitter.com/haemosocuk/status/478574983497936896,Amsterdam,None,haemosocuk,http://twitter.com/HaemoSocUK/status/478574983497936896
